TIME,GEO,MEAT,MEATITEM,UNIT,Value,Flag and Footnotes
1993M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),418.58,
1993M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,310.01,
1993M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,429.18",
1993M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.65,
1993M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),142.51,
1993M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1993M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,41.8,
1993M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),127,
1993M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.3,
1993M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),266.4,
1993M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,9.9,
1993M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),485.8,
1993M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1993M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,140.39,
1993M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),466.18,
1993M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,309.29,
1993M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,392.55",
1993M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.07,
1993M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),166.12,
1993M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1993M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,51.8,
1993M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),154.5,
1993M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19,
1993M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),274.8,
1993M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,9.2,
1993M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),452.6,
1993M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1993M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,132.45,
1993M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),442.15,
1993M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,321.07,
1993M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,503.53",
1993M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.02,
1993M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),211.96,
1993M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1993M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,57.8,
1993M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),171,
1993M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.7,
1993M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),254.8,
1993M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.3,
1993M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),408.8,
1993M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1993M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,146.69,
1993M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),489.9,
1993M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,328.53,
1993M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,584.22",
1993M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.74,
1993M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),247.63,
1993M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1993M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,73.6,
1993M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),215.3,
1993M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.2,
1993M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),277.4,
1993M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.3,
1993M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),357.4,
1993M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1993M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,129.65,
1993M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),437.59,
1993M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,317.41,
1993M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,473.48",
1993M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.29,
1993M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),229.09,
1993M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1993M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1993M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,35.9,
1993M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),110.5,
1993M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.9,
1993M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),245.6,
1993M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.3,
1993M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),606.4,
1993M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1993M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,119.92,
1994M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),410.85,
1994M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,306.5,
1994M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,412.04",
1994M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.44,
1994M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),131.57,
1994M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,28.7,
1994M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),92.6,
1994M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.8,
1994M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),236.7,
1994M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.1,
1994M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),244.9,
1994M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,110.49,
1994M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),374.23,
1994M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,283.7,
1994M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,177.00",
1994M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.58,
1994M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),134.06,
1994M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M02,Ireland,Bovine meat,Slaughterings,Thousand tonnes,26.3,
1994M02,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),84.8,
1994M02,Ireland,Pigmeat,Slaughterings,Thousand tonnes,15.4,
1994M02,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),218.9,
1994M02,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.2,
1994M02,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),252.5,
1994M02,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M02,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,134.99,
1994M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),462.35,
1994M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,318.64,
1994M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,596.94",
1994M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.08,
1994M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),171.15,
1994M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M03,Ireland,Bovine meat,Slaughterings,Thousand tonnes,45.1,
1994M03,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),143.2,
1994M03,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19,
1994M03,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),269.5,
1994M03,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.8,
1994M03,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),278.9,
1994M03,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,112.89,
1994M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),383.64,
1994M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,283.03,
1994M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,177.34",
1994M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.12,
1994M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),170.29,
1994M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,45.2,
1994M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),142,
1994M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.9,
1994M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),240.6,
1994M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.8,
1994M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),280.3,
1994M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,116.71,
1994M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),400.39,
1994M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,304.21,
1994M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,424.31",
1994M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.45,
1994M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),189.79,
1994M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,20.8,
1994M05,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),72.6,
1994M05,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.9,
1994M05,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),243.1,
1994M05,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.8,
1994M05,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),430,
1994M05,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M05,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,107.83,
1994M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),367.51,
1994M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,289.85,
1994M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,256.04",
1994M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.03,
1994M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),221,
1994M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,26.1,
1994M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),87.1,
1994M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.9,
1994M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),271.4,
1994M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.8,
1994M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),431.3,
1994M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,88.2,
1994M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),305.21,
1994M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,269.54,
1994M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,007.03",
1994M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.36,
1994M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),118.5,
1994M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,25.2,
1994M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),84,
1994M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.9,
1994M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),259.3,
1994M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,9.2,
1994M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),449.2,
1994M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,116.74,
1994M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),398.94,
1994M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,292.86,
1994M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,271.96",
1994M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.69,
1994M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),136.37,
1994M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1994M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1994M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,38.2,
1994M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),123.9,
1994M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.7,
1994M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),270.5,
1994M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,9.2,
1994M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),452.3,
1994M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1994M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
